dist_to_mid,id
0.6050729874116347,7237550310.0
0.0873661238528162,1736800520.0
0.0333545947744641,9297300055.0
1.9915701635885077,2524049179.0
0.2871680415364931,1794500383.0
0.262020906236263,3303700376.0
0.7686619610717427,1873100390.0
0.19309071251628,461000390.0
0.0667104848329254,9547205180.0
0.177887202548582,7766200013.0
0.2421616691730989,7203220400.0
0.2278772544316306,9270200160.0
0.2415120844092068,4178300310.0
0.3021275617599633,822039084.0
0.4510336576389742,4217401195.0
0.3062221093134167,9822700295.0
0.0784354697176332,7922800400.0
0.0762534476212456,1516000055.0
0.2086304873077968,3394100030.0
1.4715951603679112,1802000060.0
1.2443320917085825,1525059190.0
0.3553374511258936,3276920270.0
0.3073475774378233,1531000030.0
0.2298016054382566,4232902595.0
0.1805275557664943,5036300431.0
0.0,6021501535.0
0.1082360639771624,1483300570.0
0.3408976068025376,1952200240.0
0.0933189756192272,7214720075.0
0.0778275173341675,2450000295.0
0.3527424740477922,1853000400.0
0.0782842017738915,3626039325.0
0.0749524233037598,7278700070.0
0.2665149817299135,3275860240.0
1.1629575951557956,4389200955.0
0.1667760120081756,2331300505.0
0.0935923254023024,9545240070.0
1.0685531453190205,1243100136.0
0.0555919806357892,2767602356.0
0.2279091620790662,4232901525.0
0.7072671391595428,1526069017.0
0.0783706506222184,809001525.0
0.2325089815560181,7855801670.0
0.0936029809873729,6388930390.0
0.1645273881456146,7215720160.0
0.4120120540858165,1836980160.0
0.2001321379419991,3261020370.0
0.9776545872864234,1762600070.0
0.1252043619494144,1687900520.0
0.4541404802031094,11510310.0
0.2446042199956128,825059270.0
0.6916019343459698,2287000060.0
0.8448769642567494,3456000310.0
0.5951238746991884,9526600140.0
0.7926888643826484,46100204.0
0.0784349205905543,1250202145.0
0.2246046155591283,5611500140.0
0.2445951864245691,8096000060.0
0.8848097165559645,1762600320.0
0.307189224700346,326069104.0
0.8550930303840453,2025069065.0
0.6069581199497776,1873100060.0
0.0222366479557925,8722101360.0
2.045208387893777,7960900060.0
0.896695062398381,4054500390.0
0.1003522977173452,1126049053.0
0.316920803754995,7424700045.0
0.4526961743463973,7202360350.0
0.555620466365285,9552700140.0
0.1938597495851362,9510920070.0
1.0583222018813283,3225069065.0
0.0822345966533568,5016001535.0
0.1436161143220371,3204800200.0
0.1223008235897878,3416600800.0
0.1931151636261082,1860600135.0
1.2877380542161452,4139480200.0
1.2877380542161452,4139480200.0
0.0759101436507486,325059286.0
0.4620031121078242,1959700550.0
0.1342320318814814,9542850320.0
0.0444735537426342,3179100060.0
0.3292545221288585,191100045.0
0.2255336143141889,2877103726.0
0.529057093176326,1115300070.0
0.2772453800609253,2757000030.0
0.2879197832288218,325059171.0
0.0760675121051438,952003285.0
0.4072673812263346,7855801090.0
0.1630247322368457,6116500075.0
0.5499565071044515,1118500030.0
0.3840089688162601,424069250.0
1.5580726763939752,98020310.0
0.7599001604317484,624111000.0
0.352785110009555,713500030.0
0.433091128661809,8651600160.0
1.7151055348150852,1653500070.0
0.6070362793280023,1923000030.0
0.0333546537920552,9385200055.0
0.0786918354378811,1560930070.0
1.077433962179743,8678500060.0
1.9094678468929351,9808650060.0
0.2868929593540238,2944010240.0
0.2941030192938065,3454000060.0
0.2347544432531913,2268400350.0
0.1445381167741487,7504101040.0
0.4447374223034078,11500890.0
0.4182013581260084,2024069128.0
0.4002655515733426,4055700030.0
0.0874041077655743,1324059104.0
0.6807143104965726,2287000030.0
1.1782323521587414,2122039094.0
0.3756107995338779,6154500070.0
0.349337104391179,8651611170.0
0.1727986843754052,8820902200.0
0.4366357146967533,8651610890.0
0.2593344782414302,1853080570.0
0.0822204699414848,6189200125.0
0.6814458116969728,2625069070.0
0.1541884581529667,9286000240.0
1.0568344209641185,8691370400.0
0.2426454546897134,5423010350.0
0.0758645833419151,3760000030.0
0.1000639876695878,4432600075.0
0.1436131854187439,7852170140.0
0.2563044204106353,1245002952.0
0.0,3885805665.0
0.6267354774736006,7322910030.0
0.1081511608928779,925059288.0
0.9451253212811392,4386700135.0
0.6080841024556349,1923069078.0
0.0333548892630612,4348800030.0
0.082157268031782,7202331420.0
0.9826432945097812,3225079035.0
0.1163918932706461,339500160.0
0.4113782876482825,4403600270.0
0.6921338032945891,622049114.0
0.5890915447943301,2944000240.0
0.3001909374919332,4139400710.0
0.232398472109168,4099500935.0
0.4846495008995147,1373800295.0
0.5467166043931458,4309710240.0
0.6321579639422205,5486800070.0
0.0759656083053034,4376700570.0
0.044473741452599,6431500140.0
0.2620098382895411,2725069050.0
0.1601665229104853,2436701180.0
1.6002905947590775,98020350.0
0.0784003191259286,1189000030.0
0.4018411981078714,1526069135.0
0.0778274123484282,2998800125.0
0.2223665379820969,7504010570.0
0.0760323760860634,6909200575.0
0.5059479936459933,8651100140.0
0.150704958493691,2321300390.0
0.437985656940818,4379400260.0
0.3102531827873473,8925100390.0
0.1802661118420185,8832900550.0
0.1342406065061841,6379500640.0
0.0,9385200045.0
0.2384235920701823,5196410260.0
0.1000660821135364,3760500116.0
0.0822230861478462,259900160.0
0.4810085224193274,708000030.0
0.0222368633259218,3300701615.0
0.365819669765303,7613700521.0
0.1531922251643151,6067910030.0
0.4593596079117862,1959701890.0
0.5494786616541628,7852070060.0
0.90257237689581,3526069070.0
0.1694819313207627,2346200030.0
0.82617978851353,5450900060.0
0.4379387386248271,3121500340.0
0.1568662718053829,7527200030.0
0.1342340772293813,6664000030.0
0.0111181966990009,9349900105.0
0.0,8820903380.0
0.6771758552864418,2225059214.0
0.3669107474933281,1853000510.0
0.518498633430865,6613000140.0
0.3094242987139298,826069046.0
0.0889457005948071,9277200111.0
0.1604347983100448,1563102435.0
0.011118481409699,8682300890.0
0.4181856673245747,4385700765.0
0.1748546683802679,9323600060.0
0.1806687425958725,9273200140.0
0.2010513175953195,9542300320.0
0.4610273609466078,8146100270.0
0.1334208458258333,208500160.0
0.4934472089565209,1954700695.0
0.0759351140426917,5693500270.0
0.0783831509906953,686500030.0
0.1251427938885473,7504101230.0
0.4262505701801697,8081020370.0
0.3008330641655926,205000520.0
0.1643172848033369,3885805935.0
0.1564655247009939,6838800140.0
0.1518890941697193,4083305445.0
0.2301043204566163,7855801610.0
0.5302276183638164,4045100075.0
0.1522082423136295,5014600240.0
0.273963814662619,2021200370.0
0.0,3362400640.0
0.2242425126111879,7300200550.0
0.1082175291544837,4037200075.0
0.075107910672835,8818900060.0
0.0222364878652782,1937300270.0
0.0667102873835437,6665800060.0
0.0873272659549343,7504110030.0
0.301844042099394,7805450810.0
0.1531061347837801,2436701200.0
0.0751427612870169,7871500070.0
2.182219204513172,3323500030.0
0.087354935162468,2110200036.0
0.9179518921052612,2324800070.0
0.3326144616188188,1962200435.0
0.9037105499838768,8566100200.0
0.153040394935394,4298100240.0
0.1691126664941454,3275780030.0
0.4515229158474996,1923000160.0
0.2682306862645263,7574910860.0
0.2569474131671348,2296500136.0
0.1111839739297736,103000116.0
0.8961427792889055,3456000160.0
0.5670371199964966,2465400036.0
0.1435115368108925,2301400640.0
0.0889475374228356,4441300240.0
0.150475176976654,8820901670.0
0.1567388284621514,8712100575.0
0.6615408939673214,2925059135.0
