,dist_to_mid,id
0,1.4921639236379824,821079102.0
1,0.21625763667107395,7203120050.0
2,0.17789331762998592,2902201300.0
3,0.15100868651720742,4216500020.0
4,0.5528708502118126,6061500130.0
5,0.09361432300589141,7853380480.0
6,0.07782905639927766,3893100462.0
7,0.4549512887915378,2326600130.0
8,1.3126301563980118,5710000005.0
9,0.18296689043585104,9319800050.0
10,0.35515030524556757,3303700221.0
11,0.48883270287731395,642800130.0
12,0.41708662002353275,6192410480.0
13,0.13341884772674886,6127000480.0
14,0.51184412703159,3630200460.0
15,0.1746756851074013,5317100294.0
16,0.07609003162152184,8150600250.0
17,0.6161042899722169,856000635.0
18,0.09351771033453066,635000009.0
19,0.5830258855926946,7853440050.0
20,0.23472603107520493,8563010130.0
21,0.16677605581965854,8924100372.0
22,0.5609662143926324,6666830170.0
23,0.26207587157522305,1042700250.0
24,0.14365740903004684,3590000050.0
25,0.6911096240229684,8835800010.0
26,0.15054916504181898,3630130010.0
27,0.19314316103242932,1024069215.0
28,0.18290811956540462,9510860840.0
29,0.1868146189999683,7203120020.0
30,0.34955841644282765,6705600020.0
31,1.3906017812512743,251500080.0
32,0.12539310638943513,521049227.0
33,0.6381805600666371,6666830430.0
34,0.13341943902769504,293070010.0
35,0.13342135052888618,9144100007.0
36,0.07839564970172448,7234601142.0
37,0.8801760157265492,7768800280.0
38,0.0,8562790950.0
39,0.2772158213425918,5556300098.0
40,0.07833726241625336,8129700743.0
41,0.30180646408512807,518500480.0
42,0.3917165443761889,1725059127.0
43,0.15375057155305605,6389970010.0
44,0.7471657504319535,9578090050.0
45,0.4154191156572531,1489300005.0
46,0.8911326230294012,7768800290.0
47,0.08894733491857494,1245003220.0
48,0.6167543912580429,5608000010.0
49,0.15114595125493305,7502800050.0
50,0.16457340904677037,9544700500.0
51,0.3015235989073906,7230200585.0
52,0.0758834631308438,9492500170.0
53,0.5590811780728457,3630200630.0
54,0.2242172855636056,4385700250.0
55,0.15380658949182405,6430500182.0
56,0.16059574680473374,8029770190.0
57,0.3891363118252285,3528960020.0
58,0.19313718046230718,1853080840.0
59,0.22830747848321667,8562710250.0
60,0.10033855179357291,126039467.0
61,0.1931580331241296,7936000463.0
62,0.12539352939233173,1196003740.0
63,0.07612542827647402,3342700464.0
64,0.45944898080114,2895730540.0
65,0.11639801483808594,7202280580.0
66,0.15422534407422897,7853280610.0
67,0.41005517180490253,1623089165.0
68,0.0,6788200596.0
69,1.1276809798539764,2526069092.0
70,1.4096738273725837,2424059061.0
71,0.208676782383251,8149600065.0
72,0.5609662143926324,6666830120.0
73,0.08721615077830559,3034200087.0
74,1.0295337237912265,8691440330.0
75,0.3842480433730473,1424069110.0
76,2.0509396051511875,1925059254.0
77,0.49746333770765816,7203190110.0
78,0.18294776888775433,1853080850.0
79,0.7718770116721896,1125079111.0
80,0.09359736687042619,518500610.0
81,0.7017063983509223,3303970100.0
82,0.1342908687077309,3342100569.0
83,2.0601999941081997,7237501380.0
84,1.7949653183819545,9808100150.0
85,0.044472292396635756,8029770410.0
86,0.09341264541568174,6639900242.0
87,0.08725800118748747,2919700735.0
88,0.9350951021164431,8691440410.0
89,0.18901164832650413,2902201301.0
90,2.12276256834789,323079101.0
91,0.07528603599905248,9268850940.0
92,0.6206905919107722,3630200900.0
93,0.0,2026049184.0
94,0.15034974977611723,9103000455.0
95,0.9853778404851724,8691440220.0
96,0.37595901131710807,7202300540.0
97,0.011118355429250847,1972201773.0
